,Anon Student Id,Answer,Axes,Choose-Principle,Choose-Sought,Equation,Explain-Further,NextStepHelp,Variable,Whats-Wrong
0,Stu_11eed491c49d08923078a99c3689faa6,0.3459915611814346,0.5795454545454546,0.5486725663716814,0.6209677419354839,0.2156185210780926,0.6646398503274088,0.6077015643802648,0.3983739837398374,0.26744186046511625
0,Stu_16d36e81d1d34630d27d8fd8b9d99d53,0.4177215189873418,0.6477272727272727,0.6814159292035398,0.7016129032258065,0.3013130615065653,1.0,0.9843561973525873,0.5745257452574526,0.1434108527131783
0,Stu_1712d2d13ed773fddf0c9a59ad099b21,0.0,0.03409090909090909,0.0,0.0,0.0,0.003274087932647334,0.0012033694344163659,0.0,0.015503875968992248
0,Stu_18d58be83dc070054ca65038cc2293b4,0.2911392405063291,0.38636363636363635,0.2920353982300885,0.25,0.1078092605390463,0.30028063610851263,0.2972322503008424,0.1842818428184282,0.13178294573643412
0,Stu_1a24bc4f1db0936c28f45176d3c425a7,0.06329113924050633,0.45454545454545453,0.40707964601769914,0.3387096774193548,0.31928127159640635,0.2039289055191768,0.2972322503008424,0.43360433604336046,0.35658914728682173
0,Stu_1db2de9e075e4283c309c2b32ac8efea,0.270042194092827,0.17045454545454544,0.0,0.0,0.04768486523842433,0.002806361085126286,0.0012033694344163659,0.02710027100271003,0.03488372093023256
0,Stu_2542d77cabfb681268d0ee3d36c17dd9,0.0,0.022727272727272728,0.0,0.0,0.007601935038009675,0.0004677268475210477,0.0012033694344163659,0.0027100271002710027,0.015503875968992248
0,Stu_27a2f0ca42ee44567c30076837f53f48,0.3291139240506329,0.09090909090909091,0.0,0.0,0.020041465100207326,0.001403180542563143,0.0012033694344163659,0.0,0.003875968992248062
0,Stu_2adf06cfac379da9df00c0932ff57815,0.3670886075949367,0.6590909090909091,0.5752212389380531,0.5,0.32757429163787144,0.31898971000935455,0.4296028880866426,0.5826558265582655,0.4186046511627907
0,Stu_2f0f2249b084a148d46b1d8526c7633e,0.6118143459915611,0.5568181818181818,0.6548672566371682,0.717741935483871,0.25570145127850724,0.8185219831618334,0.8002406738868832,0.5501355013550135,0.313953488372093
0,Stu_36cb8f6ae8bd15bddfd26f719ee63d62,0.25738396624472576,0.625,0.09734513274336283,0.16129032258064516,0.10435383552176918,0.1028999064546305,0.11311672683513839,0.13008130081300814,0.10852713178294573
0,Stu_380c621450ee522f0c3fcf64ff93de04,0.6244725738396625,0.9772727272727273,0.7964601769911505,0.8629032258064516,0.9993089149965446,0.4293732460243218,0.618531889290012,1.0,1.0
0,Stu_38267f31669986ad4f01c81b29962fb0,0.15611814345991562,0.3068181818181818,0.11504424778761062,0.10483870967741936,0.04077401520387008,0.12207670720299345,0.11913357400722022,0.21680216802168023,0.17054263565891473
0,Stu_38679915328f788442344441350bff83,1.0,0.7727272727272727,0.6902654867256637,0.717741935483871,0.4457498272287491,0.5603367633302152,0.7496991576413959,0.7398373983739838,0.17829457364341086
0,Stu_3969d587269fd0cc06eeb47f63be6a2f,0.4641350210970464,0.8636363636363636,0.7522123893805309,0.8306451612903226,0.2978576364892882,0.7305893358278766,1.0,0.6991869918699187,0.2596899224806202
0,Stu_3aa803ea143b54dcd21f92452b2f81a0,0.5569620253164557,0.6590909090909091,0.7876106194690266,0.8225806451612904,0.27574291637871456,0.8564078578110383,0.9229843561973526,0.5962059620596206,0.08914728682170543
0,Stu_3d773d2060fe50888fa4aaba4678c66b,0.12236286919831224,0.3181818181818182,0.4778761061946903,0.2903225806451613,0.11402902557014513,0.4331150608044902,0.41155234657039713,0.19241192411924118,0.023255813953488372
0,Stu_3e5f21c9689147a8249989860897ca80,0.540084388185654,0.7159090909090909,0.9469026548672567,0.8467741935483871,0.6399447131997236,0.4462114125350795,0.6714801444043321,0.8807588075880759,0.4844961240310077
0,Stu_459071c111841a51cf54c961b9541dde,0.12658227848101267,0.2840909090909091,0.23008849557522124,0.25,0.1326883206634416,0.2530402245088868,0.2611311672683514,0.17344173441734417,0.07751937984496124
0,Stu_50354734f50add1a5296da6ed0d88ddd,0.29957805907172996,0.48863636363636365,0.336283185840708,0.2903225806451613,0.4118866620594333,0.17680074836295603,0.2490974729241877,0.5203252032520326,0.3643410852713178
0,Stu_504d2f1703d608557533e44c13086fae,0.06751054852320675,0.22727272727272727,0.17699115044247787,0.13709677419354838,0.03731859018659295,0.11739943872778298,0.12154031287605295,0.08130081300813008,0.13953488372093023
0,Stu_53b76839f43c43097c83d180410e1dfe,0.350210970464135,0.6136363636363636,1.0,0.8790322580645161,0.2398064961990325,0.7319925163704397,0.7075812274368231,0.5230352303523035,0.2131782945736434
0,Stu_59331081b37e648c3f19316804a3168d,0.5780590717299579,0.7727272727272727,0.5929203539823009,0.6693548387096774,0.5777470628887353,0.41908325537885877,0.5102286401925391,0.7723577235772358,0.5155038759689923
0,Stu_5b9e06f85f7b46a04762d6eb9d9e23b6,0.5021097046413502,0.5681818181818182,0.9292035398230089,1.0,0.19488597097442986,0.6122544434050514,0.6004813477737665,0.5420054200542005,0.3372093023255814
0,Stu_5e1e686ae6f6663b40969b73c9767ef3,0.6413502109704642,0.8068181818181818,0.5575221238938053,0.5725806451612904,1.0,0.23854069223573432,0.3730445246690734,0.7317073170731707,0.5736434108527132
0,Stu_68ef9158025d53017d705b96cb23585d,0.6160337552742616,0.6136363636363636,0.5663716814159292,0.5725806451612904,0.26053904630269525,0.6014967259120674,0.6197352587244284,0.42005420054200543,0.15891472868217055
0,Stu_744f178fb179e343026d014741d53cb8,0.6286919831223629,0.5227272727272727,0.07079646017699115,0.0967741935483871,0.15411195577055978,0.1361085126286249,0.14681107099879662,0.20596205962059622,0.15891472868217055
0,Stu_7dcbcc96de319a0b982003ebc9e81fc0,0.0,0.0,0.0,0.0,0.00138217000691085,0.0,0.0,0.0,0.0
0,Stu_7df783e62d18b2b08302cb77c5d234b4,0.3881856540084388,0.6136363636363636,0.7522123893805309,0.7096774193548387,0.2653766413268832,0.9448082319925164,0.941034897713598,0.4905149051490515,0.2441860465116279
0,Stu_842154b90a3f4c1efc57673a8f739ee8,0.9409282700421941,0.9318181818181818,0.9380530973451328,0.7580645161290323,0.42985487214927437,0.8297474275023387,0.865222623345367,0.7371273712737128,0.3062015503875969
0,Stu_84cbb7080fbc0c94b9d64d95013a134c,0.4092827004219409,1.0,0.2743362831858407,0.24193548387096775,0.7539737387698687,0.0519176800748363,0.1865222623345367,0.7886178861788617,0.3992248062015504
0,Stu_8731e0003fc05979d636dafed980960e,0.1940928270042194,0.3181818181818182,0.23893805309734514,0.25,0.13476157567380787,0.20626753975678203,0.23706377858002406,0.1897018970189702,0.16279069767441862
0,Stu_890fc2ca78db28fdbf70d3eb0f2af054,0.15611814345991562,0.22727272727272727,0.08849557522123894,0.06451612903225806,0.10711817553559087,0.10991580916744621,0.09386281588447654,0.10569105691056911,0.06589147286821706
0,Stu_8ed9d19b40e082b6ad1174db66589ee4,0.48523206751054854,0.6704545454545454,0.6637168141592921,0.6451612903225806,0.5646164478230823,0.33582787652011226,0.4151624548736462,0.6775067750677507,0.36046511627906974
0,Stu_90f6102e2d8cfbb28fd722f4e152a310,0.5654008438818565,0.6931818181818182,0.7876106194690266,0.7338709677419355,0.28887353144436767,0.48877455565949485,0.5367027677496992,0.6016260162601627,0.13953488372093023
0,Stu_9c611085c4b198785ba2dc0f726f8c08,0.04219409282700422,0.0,0.0,0.0,0.0027643400138217,0.00608044901777362,0.0024067388688327317,0.0,0.003875968992248062
0,Stu_a0b8a141faeb0d509f8e2888b3029e29,0.4810126582278481,0.48863636363636365,0.4336283185840708,0.43548387096774194,0.16793365583966827,0.5537885874649204,0.5703971119133574,0.2981029810298103,0.3643410852713178
